Cohort Year,Division Number,Division Name,Type of Graduation Rate,Rate Type,Graduation Rate,Students in Cohort,Total Graduates,Advanced Studies,IB,Standard,Other Diplomas,Applied Studies,GED,ISAEP,Certificate of Completion,Completion Rate,Dropout Rate,Dropouts,Still Enrolled,Long-Term Absence
2020,114,Hopewell City,On-Time Graduation Rate,4 yr rate,80.00%,290,232,70,0,160,0,<,0,0,0,80.00%,6.55%,19,12,27
2020,46,Isle of Wight County,On-Time Graduation Rate,4 yr rate,92.53%,442,409,240,0,165,0,<,2,8,0,94.80%,3.62%,16,7,0
2020,48,King George County,On-Time Graduation Rate,4 yr rate,95.78%,332,318,176,0,132,0,10,1,0,0,96.08%,2.41%,8,5,0
2020,50,King William County,On-Time Graduation Rate,4 yr rate,90.50%,200,181,65,0,113,0,<,0,1,0,91.00%,5.00%,10,4,4
2020,49,King and Queen County,On-Time Graduation Rate,4 yr rate,93.18%,44,41,15,0,26,0,0,0,1,0,95.45%,2.27%,1,0,1
2020,51,Lancaster County,On-Time Graduation Rate,4 yr rate,91.40%,93,85,35,0,47,0,<,1,0,0,92.47%,6.45%,6,1,0
2020,52,Lee County,On-Time Graduation Rate,4 yr rate,87.70%,244,214,66,0,139,0,<,1,5,0,90.16%,7.38%,18,4,2
2020,137,Lexington City,On-Time Graduation Rate,4 yr rate,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<
2020,53,Loudoun County,On-Time Graduation Rate,4 yr rate,96.86%,"6,466","6,263","4,652",0,"1,523",0,88,0,28,<,97.31%,2.40%,155,18,1
2020,54,Louisa County,On-Time Graduation Rate,4 yr rate,93.72%,366,343,207,0,118,0,18,1,7,0,95.90%,2.46%,9,5,1
2020,55,Lunenburg County,On-Time Graduation Rate,4 yr rate,86.41%,103,89,40,0,43,0,<,1,3,0,90.29%,7.77%,8,2,0
2020,115,Lynchburg City,On-Time Graduation Rate,4 yr rate,85.00%,620,527,288,0,219,0,20,1,10,0,86.77%,10.48%,65,15,2
2020,56,Madison County,On-Time Graduation Rate,4 yr rate,94.70%,151,143,92,0,48,0,<,0,3,<,97.35%,2.65%,4,0,0
2020,143,Manassas City,On-Time Graduation Rate,4 yr rate,77.60%,576,447,223,0,217,0,<,0,11,0,79.51%,17.53%,101,14,3
2020,144,Manassas Park City,On-Time Graduation Rate,4 yr rate,84.84%,310,263,132,0,129,0,<,0,2,<,85.81%,13.55%,42,2,0
2020,116,Martinsville City,On-Time Graduation Rate,4 yr rate,94.62%,130,123,50,0,71,0,<,0,1,0,95.38%,3.08%,4,2,0
2020,57,Mathews County,On-Time Graduation Rate,4 yr rate,94.55%,110,104,36,0,63,0,<,0,1,0,95.45%,2.73%,3,2,0
2020,58,Mecklenburg County,On-Time Graduation Rate,4 yr rate,91.80%,317,291,127,0,150,0,14,0,0,0,91.80%,4.73%,15,11,0
2020,59,Middlesex County,On-Time Graduation Rate,4 yr rate,92.47%,93,86,32,0,51,<,<,0,0,0,92.47%,6.45%,6,1,0
2020,60,Montgomery County,On-Time Graduation Rate,4 yr rate,94.31%,685,646,396,0,227,0,23,0,7,0,95.33%,2.92%,20,12,0
2020,62,Nelson County,On-Time Graduation Rate,4 yr rate,88.36%,146,129,64,0,62,0,<,0,10,0,95.21%,4.11%,6,1,0
2020,63,New Kent County,On-Time Graduation Rate,4 yr rate,93.10%,232,216,127,0,87,0,<,1,5,0,95.69%,1.72%,4,6,0
2020,117,Newport News City,On-Time Graduation Rate,4 yr rate,94.52%,"1,843","1,742",774,12,909,0,47,3,42,0,96.96%,1.36%,25,19,12
2020,118,Norfolk City,On-Time Graduation Rate,4 yr rate,87.05%,"1,907","1,660",683,26,885,0,66,4,46,0,89.67%,8.08%,154,43,0
2020,65,Northampton County,On-Time Graduation Rate,4 yr rate,89.52%,105,94,39,0,55,0,0,0,0,<,93.33%,6.67%,7,0,0
2020,66,Northumberland County,On-Time Graduation Rate,4 yr rate,97.25%,109,106,50,0,53,0,<,0,0,0,97.25%,2.75%,3,0,0
2020,119,Norton City,On-Time Graduation Rate,4 yr rate,100.00%,50,50,33,0,17,0,0,0,0,0,100.00%,0.00%,0,0,0
2020,67,Nottoway County,On-Time Graduation Rate,4 yr rate,90.00%,150,135,69,0,61,0,<,0,0,0,90.00%,8.67%,13,2,0
2020,68,Orange County,On-Time Graduation Rate,4 yr rate,95.02%,402,382,199,0,174,0,<,1,8,0,97.26%,1.99%,8,3,0
2020,69,Page County,On-Time Graduation Rate,4 yr rate,98.86%,263,260,142,0,114,0,<,0,0,<,99.24%,0.38%,1,1,0
2020,70,Patrick County,On-Time Graduation Rate,4 yr rate,92.76%,152,141,64,0,73,0,<,0,5,0,96.05%,1.97%,3,3,0
2020,120,Petersburg City,On-Time Graduation Rate,4 yr rate,86.55%,275,238,64,0,157,0,17,1,0,0,86.91%,6.91%,19,5,12
2020,71,Pittsylvania County,On-Time Graduation Rate,4 yr rate,89.27%,736,657,312,0,330,0,15,0,2,0,89.54%,10.05%,74,3,0
2020,142,Poquoson City,On-Time Graduation Rate,4 yr rate,94.97%,159,151,92,0,56,0,<,0,2,0,96.23%,1.26%,2,4,0
2020,121,Portsmouth City,On-Time Graduation Rate,4 yr rate,89.75%,995,893,324,0,540,0,29,1,16,0,91.46%,6.13%,61,22,2
2020,72,Powhatan County,On-Time Graduation Rate,4 yr rate,95.40%,348,332,195,0,129,0,<,5,4,0,97.99%,1.72%,6,1,0
2020,73,Prince Edward County,On-Time Graduation Rate,4 yr rate,85.90%,156,134,51,0,74,0,<,0,1,0,86.54%,9.62%,15,5,1
2020,74,Prince George County,On-Time Graduation Rate,4 yr rate,93.22%,457,426,189,0,232,0,<,2,2,0,94.09%,4.60%,21,5,1
2020,75,Prince William County,On-Time Graduation Rate,4 yr rate,93.06%,"7,219","6,718","3,260",43,"3,236",0,179,5,28,0,93.52%,5.31%,383,84,1
2020,77,Pulaski County,On-Time Graduation Rate,4 yr rate,94.27%,279,263,115,0,138,0,10,0,3,0,95.34%,3.94%,11,2,0
2020,122,Radford City,On-Time Graduation Rate,4 yr rate,96.97%,132,128,60,0,63,0,<,0,0,0,96.97%,2.27%,3,1,0
2020,78,Rappahannock County,On-Time Graduation Rate,4 yr rate,96.49%,57,55,27,0,27,0,<,0,0,0,96.49%,1.75%,1,1,0
2020,123,Richmond City,On-Time Graduation Rate,4 yr rate,71.51%,"1,506","1,077",424,0,609,0,44,3,7,0,72.18%,23.24%,350,48,21
2020,79,Richmond County,On-Time Graduation Rate,4 yr rate,100.00%,96,96,58,0,37,0,<,0,0,0,100.00%,0.00%,0,0,0
2020,124,Roanoke City,On-Time Graduation Rate,4 yr rate,87.89%,925,813,289,0,446,0,78,0,0,0,87.89%,11.24%,104,3,5
2020,80,Roanoke County,On-Time Graduation Rate,4 yr rate,95.00%,"1,160","1,102",688,0,384,0,30,0,9,0,95.78%,2.84%,33,8,8
2020,81,Rockbridge County,On-Time Graduation Rate,4 yr rate,89.91%,218,196,114,0,79,0,<,1,1,0,90.83%,5.50%,12,8,0
2020,82,Rockingham County,On-Time Graduation Rate,4 yr rate,94.43%,"1,005",949,494,0,423,0,32,0,11,<,95.62%,3.38%,34,10,0
2020,83,Russell County,On-Time Graduation Rate,4 yr rate,93.44%,305,285,104,0,177,0,<,1,0,0,93.77%,4.26%,13,6,0
2020,139,Salem City,On-Time Graduation Rate,4 yr rate,94.12%,306,288,182,0,91,0,15,0,3,0,95.10%,3.59%,11,4,0
2020,84,Scott County,On-Time Graduation Rate,4 yr rate,95.97%,248,238,111,0,110,0,17,0,0,<,96.37%,3.63%,9,0,0
2020,85,Shenandoah County,On-Time Graduation Rate,4 yr rate,97.89%,522,511,227,0,260,0,24,0,2,0,98.28%,1.34%,7,2,0
2020,86,Smyth County,On-Time Graduation Rate,4 yr rate,95.99%,299,287,114,0,161,0,12,0,1,0,96.32%,2.68%,8,3,0
2020,87,Southampton County,On-Time Graduation Rate,4 yr rate,93.37%,196,183,107,0,71,0,<,1,1,0,94.39%,3.06%,6,2,3
2020,88,Spotsylvania County,On-Time Graduation Rate,4 yr rate,91.03%,"1,873","1,705",947,4,711,0,43,0,25,0,92.37%,5.13%,96,37,10
2020,89,Stafford County,On-Time Graduation Rate,4 yr rate,94.90%,"2,374","2,253","1,422",0,802,0,29,0,24,0,95.91%,3.12%,74,19,4
2020,126,Staunton City,On-Time Graduation Rate,4 yr rate,91.83%,208,191,110,0,79,0,<,0,3,0,93.27%,1.92%,4,3,7
2020,127,Suffolk City,On-Time Graduation Rate,4 yr rate,87.44%,995,870,362,12,460,0,36,3,14,0,89.15%,6.13%,61,34,13
2020,90,Surry County,On-Time Graduation Rate,4 yr rate,94.92%,59,56,17,0,39,0,0,0,0,0,94.92%,0.00%,0,1,2
2020,91,Sussex County,On-Time Graduation Rate,4 yr rate,88.37%,86,76,22,0,50,0,<,1,0,0,89.53%,6.98%,6,3,0
2020,92,Tazewell County,On-Time Graduation Rate,4 yr rate,94.16%,462,435,162,0,244,0,29,2,4,0,95.45%,3.46%,16,5,0
2020,128,Virginia Beach City,On-Time Graduation Rate,4 yr rate,94.20%,"5,153","4,854","2,760",110,"1,842",0,142,9,68,<,95.75%,2.85%,147,72,0
2020,93,Warren County,On-Time Graduation Rate,4 yr rate,97.42%,426,415,190,0,208,0,17,0,0,<,97.89%,1.64%,7,2,0
2020,94,Washington County,On-Time Graduation Rate,4 yr rate,96.40%,583,562,258,0,283,0,21,2,8,0,98.11%,1.54%,9,2,0
2020,130,Waynesboro City,On-Time Graduation Rate,4 yr rate,85.85%,205,176,70,0,100,0,<,0,3,0,87.32%,8.78%,18,7,1
2020,207,West Point,On-Time Graduation Rate,4 yr rate,97.30%,74,72,33,0,36,0,<,0,0,0,97.30%,2.70%,2,0,0
2020,95,Westmoreland County,On-Time Graduation Rate,4 yr rate,97.35%,113,110,44,0,64,0,<,0,0,0,97.35%,1.77%,2,0,1
2020,131,Williamsburg-James City County,On-Time Graduation Rate,4 yr rate,91.47%,"1,020",933,564,0,343,0,26,1,35,0,95.00%,4.12%,42,9,0
2020,132,Winchester City,On-Time Graduation Rate,4 yr rate,89.18%,305,272,127,0,136,0,<,1,4,0,90.82%,6.56%,20,6,2
2020,96,Wise County,On-Time Graduation Rate,4 yr rate,97.72%,438,428,196,0,219,0,13,0,2,<,98.40%,1.37%,6,1,0
2020,97,Wythe County,On-Time Graduation Rate,4 yr rate,93.62%,298,279,150,0,123,0,<,3,2,0,95.30%,4.70%,14,0,0
2020,98,York County,On-Time Graduation Rate,4 yr rate,96.88%,993,962,599,18,332,0,13,0,1,0,96.98%,2.72%,27,3,0
2021,1,Accomack County,On-Time Graduation Rate,4 yr rate,88.92%,361,321,154,0,157,0,10,0,0,<,89.47%,7.76%,28,9,1
2021,2,Albemarle County,On-Time Graduation Rate,4 yr rate,96.40%,"1,084","1,045",698,0,329,0,18,1,0,0,96.49%,2.95%,32,6,0
2021,101,Alexandria City,On-Time Graduation Rate,4 yr rate,90.83%,981,891,372,0,486,0,33,5,6,0,91.95%,5.30%,52,27,0
2021,3,Alleghany County,On-Time Graduation Rate,4 yr rate,90.48%,168,152,59,0,83,0,10,2,3,0,93.45%,4.17%,7,3,1
2021,4,Amelia County,On-Time Graduation Rate,4 yr rate,92.73%,110,102,41,0,58,0,<,0,0,0,92.73%,2.73%,3,5,0
2021,5,Amherst County,On-Time Graduation Rate,4 yr rate,94.37%,302,285,143,0,137,0,<,1,0,0,94.70%,5.30%,16,0,0
2021,6,Appomattox County,On-Time Graduation Rate,4 yr rate,97.09%,172,167,91,0,66,0,10,0,1,0,97.67%,0.00%,0,4,0
2021,7,Arlington County,On-Time Graduation Rate,4 yr rate,94.44%,"1,745","1,648","1,085",65,460,<,37,0,2,<,94.90%,3.67%,64,23,2
2021,8,Augusta County,On-Time Graduation Rate,4 yr rate,94.03%,804,756,373,0,374,<,<,3,9,0,95.52%,2.61%,21,14,1
2021,9,Bath County,On-Time Graduation Rate,4 yr rate,92.31%,39,36,17,0,16,0,<,0,0,0,92.31%,2.56%,1,0,2
2021,10,Bedford County,On-Time Graduation Rate,4 yr rate,92.35%,824,761,413,0,317,0,31,1,8,0,93.45%,4.13%,34,20,0
2021,11,Bland County,On-Time Graduation Rate,4 yr rate,98.48%,66,65,11,0,51,0,<,0,0,0,98.48%,1.52%,1,0,0
2021,12,Botetourt County,On-Time Graduation Rate,4 yr rate,95.65%,391,374,228,0,137,0,<,0,0,0,95.65%,1.28%,5,7,5
2021,102,Bristol City,On-Time Graduation Rate,4 yr rate,86.09%,151,130,42,0,78,0,10,0,0,0,86.09%,4.64%,7,13,1
2021,13,Brunswick County,On-Time Graduation Rate,4 yr rate,91.53%,118,108,32,0,71,0,<,0,1,0,92.37%,4.24%,5,4,0
2021,14,Buchanan County,On-Time Graduation Rate,4 yr rate,91.28%,218,199,65,0,134,0,0,1,2,<,94.04%,2.75%,6,6,1
2021,15,Buckingham County,On-Time Graduation Rate,4 yr rate,89.86%,148,133,44,0,86,0,<,1,0,0,90.54%,4.05%,6,8,0
2021,103,Buena Vista City,On-Time Graduation Rate,4 yr rate,94.87%,78,74,32,0,42,0,0,0,0,<,96.15%,3.85%,3,0,0
2021,16,Campbell County,On-Time Graduation Rate,4 yr rate,94.44%,594,561,268,0,277,0,16,1,9,0,96.13%,2.86%,17,6,0
2021,17,Caroline County,On-Time Graduation Rate,4 yr rate,92.04%,289,266,117,0,140,0,<,0,1,0,92.39%,4.15%,12,6,4
2021,18,Carroll County,On-Time Graduation Rate,4 yr rate,95.80%,262,251,133,0,112,0,<,0,2,0,96.56%,1.91%,5,2,2
2021,19,Charles City County,On-Time Graduation Rate,4 yr rate,88.00%,50,44,15,0,28,0,<,0,0,0,88.00%,8.00%,4,2,0
2021,20,Charlotte County,On-Time Graduation Rate,4 yr rate,92.42%,132,122,69,0,50,0,<,2,4,0,96.97%,1.52%,2,2,0
2021,104,Charlottesville City,On-Time Graduation Rate,4 yr rate,96.42%,279,269,170,0,88,0,11,0,0,0,96.42%,2.15%,6,4,0
2021,136,Chesapeake City,On-Time Graduation Rate,4 yr rate,93.74%,"3,291","3,085","1,817",36,"1,120",0,112,4,41,<,95.17%,3.25%,107,52,0
2021,21,Chesterfield County,On-Time Graduation Rate,4 yr rate,92.36%,"4,977","4,597","2,779",0,"1,734",0,84,2,28,<,93.01%,5.51%,274,72,2
2021,22,Clarke County,On-Time Graduation Rate,4 yr rate,98.75%,160,158,111,0,43,0,<,0,0,0,98.75%,0.63%,1,1,0
2021,202,Colonial Beach,On-Time Graduation Rate,4 yr rate,94.74%,38,36,19,0,16,0,<,0,0,0,94.74%,0.00%,0,1,1
2021,106,Colonial Heights City,On-Time Graduation Rate,4 yr rate,92.27%,220,203,116,0,87,0,0,3,2,0,94.55%,2.73%,6,2,4
2021,107,Covington City,On-Time Graduation Rate,4 yr rate,87.32%,71,62,21,0,35,0,<,1,0,0,88.73%,4.23%,3,5,0
2021,23,Craig County,On-Time Graduation Rate,4 yr rate,81.40%,43,35,10,0,23,0,<,0,0,0,81.40%,2.33%,1,6,1
2021,24,Culpeper County,On-Time Graduation Rate,4 yr rate,90.87%,624,567,269,0,290,0,<,1,2,0,91.35%,6.41%,40,14,0
2021,25,Cumberland County,On-Time Graduation Rate,4 yr rate,91.58%,95,87,42,0,45,0,0,1,1,0,93.68%,3.16%,3,2,1
2021,108,Danville City,On-Time Graduation Rate,4 yr rate,79.14%,374,296,107,2,175,0,12,0,8,<,81.55%,10.70%,40,24,5
2021,26,Dickenson County,On-Time Graduation Rate,4 yr rate,90.07%,141,127,38,0,84,0,<,0,3,0,92.20%,2.84%,4,7,0
2021,27,Dinwiddie County,On-Time Graduation Rate,4 yr rate,92.43%,317,293,120,0,162,0,11,0,3,0,93.38%,3.47%,11,3,7
2021,28,Essex County,On-Time Graduation Rate,4 yr rate,95.37%,108,103,38,0,62,<,<,0,0,0,95.37%,3.70%,4,1,0
2021,29,Fairfax County,On-Time Graduation Rate,4 yr rate,94.62%,"14,653","13,865","9,055",404,"4,226",0,180,5,26,<,94.87%,4.66%,683,55,14
2021,109,Falls Church City,On-Time Graduation Rate,4 yr rate,98.53%,204,201,98,50,53,0,0,0,0,0,98.53%,0.98%,2,0,1
2021,30,Fauquier County,On-Time Graduation Rate,4 yr rate,96.11%,926,890,451,0,424,0,15,2,3,<,97.08%,1.94%,18,6,3
2021,31,Floyd County,On-Time Graduation Rate,4 yr rate,97.95%,146,143,60,0,82,0,<,0,0,0,97.95%,0.68%,1,2,0
2021,32,Fluvanna County,On-Time Graduation Rate,4 yr rate,95.32%,278,265,144,0,113,0,<,0,0,0,95.32%,2.52%,7,5,1
2021,135,Franklin City,On-Time Graduation Rate,4 yr rate,89.77%,88,79,29,0,48,0,<,0,2,0,92.05%,7.95%,7,0,0
2021,33,Franklin County,On-Time Graduation Rate,4 yr rate,92.89%,492,457,229,0,211,0,17,0,0,0,92.89%,6.10%,30,5,0
2021,34,Frederick County,On-Time Graduation Rate,4 yr rate,93.68%,"1,108","1,038",543,0,482,0,13,0,1,0,93.77%,4.33%,48,15,6
2021,110,Fredericksburg City,On-Time Graduation Rate,4 yr rate,85.04%,234,199,112,2,81,0,<,3,2,0,87.18%,10.26%,24,6,0
2021,111,Galax City,On-Time Graduation Rate,4 yr rate,87.34%,79,69,28,0,36,0,<,1,3,0,92.41%,7.59%,6,0,0
2021,35,Giles County,On-Time Graduation Rate,4 yr rate,94.06%,219,206,50,0,151,0,<,0,0,0,94.06%,4.57%,10,3,0
2021,36,Gloucester County,On-Time Graduation Rate,4 yr rate,93.26%,430,401,176,0,203,0,22,0,7,0,94.88%,3.95%,17,5,0
2021,37,Goochland County,On-Time Graduation Rate,4 yr rate,97.20%,214,208,156,0,51,0,<,2,0,0,98.13%,1.87%,4,0,0
2021,38,Grayson County,On-Time Graduation Rate,4 yr rate,99.23%,130,129,57,0,68,0,<,1,0,0,100.00%,0.00%,0,0,0
2021,39,Greene County,On-Time Graduation Rate,4 yr rate,93.48%,230,215,119,0,91,0,<,0,0,0,93.48%,3.48%,8,4,3
2021,40,Greensville County,On-Time Graduation Rate,4 yr rate,91.06%,179,163,66,0,91,0,<,0,0,0,91.06%,4.47%,8,8,0
2021,41,Halifax County,On-Time Graduation Rate,4 yr rate,89.61%,356,319,113,0,189,0,17,1,0,0,89.89%,5.06%,18,18,0
2021,112,Hampton City,On-Time Graduation Rate,4 yr rate,96.86%,"1,466","1,420",548,5,806,0,61,2,9,0,97.61%,0.34%,5,30,0
2021,42,Hanover County,On-Time Graduation Rate,4 yr rate,95.38%,"1,471","1,403",933,55,396,0,19,3,9,<,96.26%,2.65%,39,4,12
2021,113,Harrisonburg City,On-Time Graduation Rate,4 yr rate,88.44%,441,390,240,0,144,0,<,5,0,0,89.57%,9.30%,41,5,0
2021,43,Henrico County,On-Time Graduation Rate,4 yr rate,90.54%,"4,007","3,628","2,074",85,"1,381",0,88,3,29,<,91.42%,6.69%,268,76,0
2021,44,Henry County,On-Time Graduation Rate,4 yr rate,91.18%,544,496,190,0,285,0,21,1,13,0,93.75%,2.76%,15,19,0
2021,45,Highland County,On-Time Graduation Rate,4 yr rate,86.36%,22,19,8,0,11,0,0,0,0,0,86.36%,9.09%,2,0,1
2021,114,Hopewell City,On-Time Graduation Rate,4 yr rate,84.89%,311,264,92,0,162,0,10,0,0,0,84.89%,7.40%,23,9,15
2021,46,Isle of Wight County,On-Time Graduation Rate,4 yr rate,95.46%,485,463,254,0,200,0,<,3,5,0,97.11%,1.44%,7,7,0
2021,48,King George County,On-Time Graduation Rate,4 yr rate,92.62%,325,301,168,0,123,0,10,1,1,0,93.23%,5.54%,18,4,0
2021,50,King William County,On-Time Graduation Rate,4 yr rate,90.37%,187,169,68,0,97,0,<,0,1,0,90.91%,4.81%,9,8,0
2021,49,King and Queen County,On-Time Graduation Rate,4 yr rate,90.63%,32,29,9,0,19,0,<,0,0,0,90.63%,6.25%,2,1,0
2021,51,Lancaster County,On-Time Graduation Rate,4 yr rate,89.36%,94,84,41,0,40,0,<,0,0,0,89.36%,7.45%,7,3,0
2021,52,Lee County,On-Time Graduation Rate,4 yr rate,88.16%,228,201,69,0,120,0,12,2,2,<,90.35%,1.75%,4,14,4
2021,53,Loudoun County,On-Time Graduation Rate,4 yr rate,97.61%,"6,498","6,343","4,867",0,"1,402",0,74,1,22,<,98.03%,1.40%,91,23,14
2021,54,Louisa County,On-Time Graduation Rate,4 yr rate,93.52%,355,332,189,0,128,0,15,1,6,0,95.49%,4.23%,15,0,1
2021,55,Lunenburg County,On-Time Graduation Rate,4 yr rate,91.51%,106,97,42,0,50,0,<,0,2,0,93.40%,5.66%,6,1,0
2021,115,Lynchburg City,On-Time Graduation Rate,4 yr rate,85.76%,597,512,256,0,241,0,15,1,16,<,88.94%,7.54%,45,20,1
2021,56,Madison County,On-Time Graduation Rate,4 yr rate,97.39%,115,112,64,0,47,0,<,0,0,0,97.39%,0.87%,1,2,0
2021,143,Manassas City,On-Time Graduation Rate,4 yr rate,81.60%,549,448,206,0,239,0,<,1,2,0,82.15%,10.02%,55,20,23
2021,144,Manassas Park City,On-Time Graduation Rate,4 yr rate,89.81%,265,238,139,0,94,0,<,0,1,0,90.19%,9.06%,24,2,0
2021,116,Martinsville City,On-Time Graduation Rate,4 yr rate,94.56%,147,139,61,0,78,0,0,0,1,0,95.24%,4.08%,6,1,0
2021,57,Mathews County,On-Time Graduation Rate,4 yr rate,88.06%,67,59,31,0,27,0,<,0,2,0,91.04%,7.46%,5,1,0
2021,58,Mecklenburg County,On-Time Graduation Rate,4 yr rate,91.82%,330,303,125,0,170,0,<,0,0,<,92.12%,5.45%,18,8,0
2021,59,Middlesex County,On-Time Graduation Rate,4 yr rate,92.00%,100,92,37,0,51,0,<,0,0,0,92.00%,3.00%,3,5,0
2021,60,Montgomery County,On-Time Graduation Rate,4 yr rate,95.15%,783,745,436,0,290,<,18,0,1,0,95.27%,3.45%,27,10,0
2021,62,Nelson County,On-Time Graduation Rate,4 yr rate,92.41%,158,146,69,0,72,0,<,0,2,0,93.67%,3.80%,6,1,3
2021,63,New Kent County,On-Time Graduation Rate,4 yr rate,94.76%,229,217,121,0,90,0,<,0,2,0,95.63%,0.00%,0,9,1
2021,117,Newport News City,On-Time Graduation Rate,4 yr rate,94.66%,"1,724","1,632",765,14,820,0,33,4,19,0,96.00%,1.28%,22,27,20
2021,118,Norfolk City,On-Time Graduation Rate,4 yr rate,85.72%,"1,807","1,549",619,33,858,0,39,5,32,0,87.77%,8.02%,145,76,0
2021,65,Northampton County,On-Time Graduation Rate,4 yr rate,89.62%,106,95,35,0,59,<,0,0,0,<,91.51%,7.55%,8,1,0
2021,66,Northumberland County,On-Time Graduation Rate,4 yr rate,96.43%,112,108,54,0,52,0,<,0,0,0,96.43%,1.79%,2,2,0
2021,119,Norton City,On-Time Graduation Rate,4 yr rate,96.83%,63,61,33,0,28,0,0,0,0,0,96.83%,3.17%,2,0,0
2021,67,Nottoway County,On-Time Graduation Rate,4 yr rate,84.62%,156,132,56,0,72,0,<,0,0,0,84.62%,10.26%,16,8,0
2021,68,Orange County,On-Time Graduation Rate,4 yr rate,90.58%,361,327,147,0,172,0,<,1,2,0,91.41%,3.60%,13,15,3
2021,69,Page County,On-Time Graduation Rate,4 yr rate,96.70%,273,264,146,0,116,0,<,0,1,<,97.44%,0.73%,2,5,0
2021,70,Patrick County,On-Time Graduation Rate,4 yr rate,96.77%,186,180,83,0,95,0,<,2,0,0,97.85%,1.08%,2,2,0
2021,120,Petersburg City,On-Time Graduation Rate,4 yr rate,86.64%,232,201,66,0,121,0,14,1,1,0,87.50%,3.45%,8,8,13
2021,71,Pittsylvania County,On-Time Graduation Rate,4 yr rate,92.09%,695,640,330,0,300,0,10,1,1,0,92.37%,4.89%,34,14,5
2021,142,Poquoson City,On-Time Graduation Rate,4 yr rate,96.13%,181,174,104,0,65,0,<,0,1,0,96.69%,1.10%,2,3,1
2021,121,Portsmouth City,On-Time Graduation Rate,4 yr rate,84.20%,"1,019",858,343,0,481,0,34,3,9,0,85.38%,6.87%,70,74,5
2021,72,Powhatan County,On-Time Graduation Rate,4 yr rate,92.29%,350,323,179,0,143,0,<,13,0,0,96.00%,1.43%,5,7,2
2021,73,Prince Edward County,On-Time Graduation Rate,4 yr rate,74.17%,151,112,37,0,71,0,<,0,1,0,74.83%,13.91%,21,17,0
2021,74,Prince George County,On-Time Graduation Rate,4 yr rate,91.08%,426,388,170,0,213,0,<,0,2,0,91.55%,5.16%,22,14,0
2021,75,Prince William County,On-Time Graduation Rate,4 yr rate,92.83%,"6,905","6,410","3,296",35,"2,942",0,137,3,26,0,93.25%,5.10%,352,114,0
2021,77,Pulaski County,On-Time Graduation Rate,4 yr rate,95.44%,285,272,101,0,166,0,<,0,2,0,96.14%,3.16%,9,2,0
2021,122,Radford City,On-Time Graduation Rate,4 yr rate,96.75%,123,119,71,0,44,0,<,0,0,0,96.75%,1.63%,2,2,0
2021,78,Rappahannock County,On-Time Graduation Rate,4 yr rate,91.23%,57,52,27,0,22,0,<,0,0,0,91.23%,8.77%,5,0,0
2021,123,Richmond City,On-Time Graduation Rate,4 yr rate,78.50%,"1,479","1,161",470,2,655,0,34,4,7,0,79.24%,15.08%,223,82,2
2021,79,Richmond County,On-Time Graduation Rate,4 yr rate,97.59%,83,81,47,0,32,0,<,0,0,0,97.59%,1.20%,1,1,0
2021,124,Roanoke City,On-Time Graduation Rate,4 yr rate,89.26%,940,839,283,0,491,0,65,1,0,0,89.36%,9.36%,88,12,0
2021,80,Roanoke County,On-Time Graduation Rate,4 yr rate,95.28%,"1,102","1,050",643,0,396,0,11,0,7,0,95.92%,2.90%,32,9,4
2021,81,Rockbridge County,On-Time Graduation Rate,4 yr rate,88.33%,257,227,104,0,115,0,<,0,2,0,89.11%,8.95%,23,5,0
2021,82,Rockingham County,On-Time Graduation Rate,4 yr rate,92.98%,883,821,452,0,345,0,24,0,14,<,94.68%,3.85%,34,13,0
2021,83,Russell County,On-Time Graduation Rate,4 yr rate,90.29%,278,251,103,0,146,0,<,2,1,0,91.37%,5.76%,16,8,0
2021,139,Salem City,On-Time Graduation Rate,4 yr rate,96.25%,320,308,194,0,104,0,10,2,2,0,97.50%,1.88%,6,2,0
2021,84,Scott County,On-Time Graduation Rate,4 yr rate,93.65%,252,236,103,0,118,0,15,0,0,<,95.63%,3.17%,8,1,2
2021,85,Shenandoah County,On-Time Graduation Rate,4 yr rate,97.92%,481,471,201,0,253,0,17,0,0,0,97.92%,1.87%,9,1,0
2021,86,Smyth County,On-Time Graduation Rate,4 yr rate,96.66%,329,318,116,0,188,0,14,0,1,0,96.96%,1.22%,4,5,1
2021,87,Southampton County,On-Time Graduation Rate,4 yr rate,93.46%,214,200,114,0,78,0,<,0,0,0,93.46%,4.67%,10,3,1
2021,88,Spotsylvania County,On-Time Graduation Rate,4 yr rate,90.25%,"1,847","1,667",924,5,691,0,47,0,24,0,91.55%,6.17%,114,42,0
2021,89,Stafford County,On-Time Graduation Rate,4 yr rate,94.69%,"2,488","2,356","1,493",0,834,0,29,0,21,0,95.54%,2.61%,65,33,13
2021,126,Staunton City,On-Time Graduation Rate,4 yr rate,85.63%,167,143,68,0,74,0,<,0,7,0,89.82%,2.99%,5,5,7
2021,127,Suffolk City,On-Time Graduation Rate,4 yr rate,86.12%,"1,088",937,359,16,541,0,21,2,8,0,87.04%,3.77%,41,75,25
2021,90,Surry County,On-Time Graduation Rate,4 yr rate,95.74%,47,45,12,0,30,0,<,0,0,0,95.74%,0.00%,0,2,0
2021,91,Sussex County,On-Time Graduation Rate,4 yr rate,84.21%,76,64,25,0,35,0,<,0,0,0,84.21%,1.32%,1,3,8
